date;station_uuid;diesel;e5;e10;dieselchange;e5change;e10change
2022-09-30 13:31:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.879;1.819;1;1;1
2022-09-30 14:08:06;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.859;1.799;0;1;1
2022-09-30 14:16:06;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.849;1.789;1;1;1
2022-09-30 14:34:06;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.839;1.779;0;1;1
2022-09-30 15:05:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.879;1.819;1;1;1
2022-09-30 15:42:07;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.879;1.819;1;0;0
2022-09-30 16:32:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.859;1.799;1;1;1
2022-09-30 17:06:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.879;1.819;1;1;1
2022-09-30 17:19:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.859;1.799;0;1;1
2022-09-30 17:42:07;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.859;1.799;1;0;0
2022-09-30 18:12:07;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.939;1.859;1.799;1;0;0
2022-09-30 18:31:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.939;1.839;1.779;0;1;1
2022-09-30 19:06:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.869;1.809;1;1;1
2022-09-30 19:12:07;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.849;1.789;0;1;1
2022-09-30 19:29:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;0;1;1
2022-09-30 20:39:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.949;1.809;1.749;1;1;1
